home_team,away_team,home_score,away_score,Round,Year,result,home_rank,home_points,away_rank,away_points,home_win_rate,home_avg_goals,home_avg_conceded,away_win_rate,away_avg_goals,away_avg_conceded
Brazil,Austria,3,0,Group stage,1958,2,6.0,1765.856297,24.0,1597.404087,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.4137931034482758,1.4827586206896552,1.6206896551724137
France,Paraguay,7,3,Group stage,1958,2,3.0,1869.428449,40.0,1505.349689,0.5342465753424658,1.8630136986301369,1.1643835616438356,0.2592592592592592,1.1111111111111112,1.4074074074074074
Germany,Hungary,3,2,Final,1954,2,10.0,1735.771984,41.0,1504.135797,0.6607142857142857,2.25,1.1964285714285714,0.46875,2.71875,1.78125
Austria,Uruguay,3,1,Third-place match,1954,2,24.0,1597.404087,16.0,1673.068603,0.4137931034482758,1.4827586206896552,1.6206896551724137,0.423728813559322,1.5084745762711864,1.2881355932203389
Hungary,Uruguay,4,2,Semi-finals,1954,2,41.0,1504.135797,16.0,1673.068603,0.46875,2.71875,1.78125,0.423728813559322,1.5084745762711864,1.2881355932203389
Germany,Austria,6,1,Semi-finals,1954,2,10.0,1735.771984,24.0,1597.404087,0.6607142857142857,2.25,1.1964285714285714,0.4137931034482758,1.4827586206896552,1.6206896551724137
Hungary,Brazil,4,2,Quarter-finals,1954,2,41.0,1504.135797,6.0,1765.856297,0.46875,2.71875,1.78125,0.6666666666666666,2.0789473684210527,0.9473684210526316
Uruguay,England,4,2,Quarter-finals,1954,2,16.0,1673.068603,4.0,1827.048678,0.423728813559322,1.5084745762711864,1.2881355932203389,0.4324324324324324,1.4054054054054057,0.918918918918919
Switzerland,Austria,5,7,Quarter-finals,1954,0,19.0,1650.064179,24.0,1597.404087,0.3414634146341463,1.3414634146341464,1.7804878048780488,0.4137931034482758,1.4827586206896552,1.6206896551724137
Germany,Türkiye,7,2,Group stage play-off,1954,2,10.0,1735.771984,22.0,1605.730921,0.6607142857142857,2.25,1.1964285714285714,0.5,2.0,1.7
Switzerland,Italy,4,1,Group stage play-off,1954,2,19.0,1650.064179,12.0,1704.733836,0.3414634146341463,1.3414634146341464,1.7804878048780488,0.5421686746987951,1.5421686746987953,0.927710843373494
Hungary,Germany,8,3,Group stage,1954,2,41.0,1504.135797,10.0,1735.771984,0.46875,2.71875,1.78125,0.6607142857142857,2.25,1.1964285714285714
Türkiye,Korea Republic,7,0,Group stage,1954,2,22.0,1605.730921,25.0,1591.630886,0.5,2.0,1.7,0.1842105263157894,1.0263157894736843,2.0526315789473686
Italy,Belgium,4,1,Group stage,1954,2,12.0,1704.733836,9.0,1742.235945,0.5421686746987951,1.5421686746987953,0.927710843373494,0.4117647058823529,1.3529411764705883,1.4509803921568627
Switzerland,England,0,2,Group stage,1954,0,19.0,1650.064179,4.0,1827.048678,0.3414634146341463,1.3414634146341464,1.7804878048780488,0.4324324324324324,1.4054054054054057,0.918918918918919
Uruguay,Scotland,7,0,Group stage,1954,2,16.0,1673.068603,42.0,1503.34027,0.423728813559322,1.5084745762711864,1.2881355932203389,0.1739130434782608,1.0869565217391304,1.7826086956521738
France,Mexico,3,2,Group stage,1954,2,3.0,1869.428449,14.0,1687.481759,0.5342465753424658,1.8630136986301369,1.1643835616438356,0.2833333333333333,1.0333333333333334,1.6833333333333331
Switzerland,Italy,2,1,Group stage,1954,2,19.0,1650.064179,12.0,1704.733836,0.3414634146341463,1.3414634146341464,1.7804878048780488,0.5421686746987951,1.5421686746987953,0.927710843373494
Hungary,Korea Republic,9,0,Group stage,1954,2,41.0,1504.135797,25.0,1591.630886,0.46875,2.71875,1.78125,0.1842105263157894,1.0263157894736843,2.0526315789473686
Germany,Türkiye,4,1,Group stage,1954,2,10.0,1735.771984,22.0,1605.730921,0.6607142857142857,2.25,1.1964285714285714,0.5,2.0,1.7
England,Belgium,4,4,Group stage,1954,1,4.0,1827.048678,9.0,1742.235945,0.4324324324324324,1.4054054054054057,0.918918918918919,0.4117647058823529,1.3529411764705883,1.4509803921568627
Brazil,Mexico,5,0,Group stage,1954,2,6.0,1765.856297,14.0,1687.481759,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.2833333333333333,1.0333333333333334,1.6833333333333331
Austria,Scotland,1,0,Group stage,1954,2,24.0,1597.404087,42.0,1503.34027,0.4137931034482758,1.4827586206896552,1.6206896551724137,0.1739130434782608,1.0869565217391304,1.7826086956521738
Sweden,Spain,3,1,Final stage,1950,2,38.0,1509.785392,2.0,1873.013187,0.3725490196078431,1.568627450980392,1.431372549019608,0.4626865671641791,1.611940298507463,1.1194029850746268
Uruguay,Brazil,2,1,Final stage,1950,2,16.0,1673.068603,6.0,1765.856297,0.423728813559322,1.5084745762711864,1.2881355932203389,0.6666666666666666,2.0789473684210527,0.9473684210526316
Brazil,Spain,6,1,Final stage,1950,2,6.0,1765.856297,2.0,1873.013187,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.4626865671641791,1.611940298507463,1.1194029850746268
Uruguay,Sweden,3,2,Final stage,1950,2,16.0,1673.068603,38.0,1509.785392,0.423728813559322,1.5084745762711864,1.2881355932203389,0.3725490196078431,1.568627450980392,1.431372549019608
Brazil,Sweden,7,1,Final stage,1950,2,6.0,1765.856297,38.0,1509.785392,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.3725490196078431,1.568627450980392,1.431372549019608
Uruguay,Spain,2,2,Final stage,1950,1,16.0,1673.068603,2.0,1873.013187,0.423728813559322,1.5084745762711864,1.2881355932203389,0.4626865671641791,1.611940298507463,1.1194029850746268
Italy,Paraguay,2,0,Group stage,1950,2,12.0,1704.733836,40.0,1505.349689,0.5421686746987951,1.5421686746987953,0.927710843373494,0.2592592592592592,1.1111111111111112,1.4074074074074074
Uruguay,Bolivia,8,0,Group stage,1950,2,16.0,1673.068603,77.0,1325.995377,0.423728813559322,1.5084745762711864,1.2881355932203389,0.0,0.1666666666666666,3.333333333333333
Spain,England,1,0,Group stage,1950,2,2.0,1873.013187,4.0,1827.048678,0.4626865671641791,1.611940298507463,1.1194029850746268,0.4324324324324324,1.4054054054054057,0.918918918918919
Switzerland,Mexico,2,1,Group stage,1950,2,19.0,1650.064179,14.0,1687.481759,0.3414634146341463,1.3414634146341464,1.7804878048780488,0.2833333333333333,1.0333333333333334,1.6833333333333331
Spain,Chile,2,0,Group stage,1950,2,2.0,1873.013187,55.0,1452.939983,0.4626865671641791,1.611940298507463,1.1194029850746268,0.3333333333333333,1.2121212121212122,1.4848484848484849
Sweden,Paraguay,2,2,Group stage,1950,1,38.0,1509.785392,40.0,1505.349689,0.3725490196078431,1.568627450980392,1.431372549019608,0.2592592592592592,1.1111111111111112,1.4074074074074074
Brazil,Switzerland,2,2,Group stage,1950,1,6.0,1765.856297,19.0,1650.064179,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.3414634146341463,1.3414634146341464,1.7804878048780488
Sweden,Italy,3,2,Group stage,1950,2,38.0,1509.785392,12.0,1704.733836,0.3725490196078431,1.568627450980392,1.431372549019608,0.5421686746987951,1.5421686746987953,0.927710843373494
England,Chile,2,0,Group stage,1950,2,4.0,1827.048678,55.0,1452.939983,0.4324324324324324,1.4054054054054057,0.918918918918919,0.3333333333333333,1.2121212121212122,1.4848484848484849
Brazil,Mexico,4,0,Group stage,1950,2,6.0,1765.856297,14.0,1687.481759,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.2833333333333333,1.0333333333333334,1.6833333333333331
Brazil,Sweden,4,2,Third-place match,1938,2,6.0,1765.856297,38.0,1509.785392,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.3725490196078431,1.568627450980392,1.431372549019608
Italy,Hungary,4,2,Final,1938,2,12.0,1704.733836,41.0,1504.135797,0.5421686746987951,1.5421686746987953,0.927710843373494,0.46875,2.71875,1.78125
Hungary,Sweden,5,1,Semi-finals,1938,2,41.0,1504.135797,38.0,1509.785392,0.46875,2.71875,1.78125,0.3725490196078431,1.568627450980392,1.431372549019608
Italy,Brazil,2,1,Semi-finals,1938,2,12.0,1704.733836,6.0,1765.856297,0.5421686746987951,1.5421686746987953,0.927710843373494,0.6666666666666666,2.0789473684210527,0.9473684210526316
Sweden,Cuba,8,0,Quarter-finals,1938,2,38.0,1509.785392,164.0,981.423455,0.3725490196078431,1.568627450980392,1.431372549019608,0.3333333333333333,1.6666666666666667,4.0
Hungary,Switzerland,2,0,Quarter-finals,1938,2,41.0,1504.135797,19.0,1650.064179,0.46875,2.71875,1.78125,0.3414634146341463,1.3414634146341464,1.7804878048780488
Italy,France,3,1,Quarter-finals,1938,2,12.0,1704.733836,3.0,1869.428449,0.5421686746987951,1.5421686746987953,0.927710843373494,0.5342465753424658,1.8630136986301369,1.1643835616438356
Switzerland,Germany,4,2,Round of 16,1938,2,19.0,1650.064179,10.0,1735.771984,0.3414634146341463,1.3414634146341464,1.7804878048780488,0.6607142857142857,2.25,1.1964285714285714
Cuba,Romania,2,1,Round of 16,1938,2,164.0,981.423455,53.0,1455.894657,0.3333333333333333,1.6666666666666667,4.0,0.3809523809523809,1.4285714285714286,1.5238095238095235
Italy,Norway,2,1,Round of 16,1938,2,12.0,1704.733836,31.0,1557.437664,0.5421686746987951,1.5421686746987953,0.927710843373494,0.25,0.875,1.0
Cuba,Romania,3,3,Round of 16,1938,1,164.0,981.423455,53.0,1455.894657,0.3333333333333333,1.6666666666666667,4.0,0.3809523809523809,1.4285714285714286,1.5238095238095235
France,Belgium,3,1,Round of 16,1938,2,3.0,1869.428449,9.0,1742.235945,0.5342465753424658,1.8630136986301369,1.1643835616438356,0.4117647058823529,1.3529411764705883,1.4509803921568627
Brazil,Poland,6,5,Round of 16,1938,2,6.0,1765.856297,36.0,1526.183359,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.4473684210526316,1.2894736842105263,1.3157894736842106
Switzerland,Germany,1,1,Round of 16,1938,1,19.0,1650.064179,10.0,1735.771984,0.3414634146341463,1.3414634146341464,1.7804878048780488,0.6607142857142857,2.25,1.1964285714285714
Germany,Austria,3,2,Third-place match,1934,2,10.0,1735.771984,24.0,1597.404087,0.6607142857142857,2.25,1.1964285714285714,0.4137931034482758,1.4827586206896552,1.6206896551724137
Italy,Austria,1,0,Semi-finals,1934,2,12.0,1704.733836,24.0,1597.404087,0.5421686746987951,1.5421686746987953,0.927710843373494,0.4137931034482758,1.4827586206896552,1.6206896551724137
Italy,Spain,1,0,Quarter-finals,1934,2,12.0,1704.733836,2.0,1873.013187,0.5421686746987951,1.5421686746987953,0.927710843373494,0.4626865671641791,1.611940298507463,1.1194029850746268
Austria,Hungary,2,1,Quarter-finals,1934,2,24.0,1597.404087,41.0,1504.135797,0.4137931034482758,1.4827586206896552,1.6206896551724137,0.46875,2.71875,1.78125
Italy,Spain,1,1,Quarter-finals,1934,1,12.0,1704.733836,2.0,1873.013187,0.5421686746987951,1.5421686746987953,0.927710843373494,0.4626865671641791,1.611940298507463,1.1194029850746268
Germany,Sweden,2,1,Quarter-finals,1934,2,10.0,1735.771984,38.0,1509.785392,0.6607142857142857,2.25,1.1964285714285714,0.3725490196078431,1.568627450980392,1.431372549019608
Hungary,Egypt,4,2,Round of 16,1934,2,41.0,1504.135797,29.0,1562.367246,0.46875,2.71875,1.78125,0.0,0.7142857142857143,1.7142857142857142
Austria,France,3,2,Round of 16,1934,2,24.0,1597.404087,3.0,1869.428449,0.4137931034482758,1.4827586206896552,1.6206896551724137,0.5342465753424658,1.8630136986301369,1.1643835616438356
Switzerland,Netherlands,3,2,Round of 16,1934,2,19.0,1650.064179,8.0,1751.097835,0.3414634146341463,1.3414634146341464,1.7804878048780488,0.5454545454545454,1.7454545454545454,0.9454545454545454
Sweden,Argentina,3,2,Round of 16,1934,2,38.0,1509.785392,1.0,1876.118331,0.3725490196078431,1.568627450980392,1.431372549019608,0.5340909090909091,1.7272727272727273,1.1477272727272727
Spain,Brazil,3,1,Round of 16,1934,2,2.0,1873.013187,6.0,1765.856297,0.4626865671641791,1.611940298507463,1.1194029850746268,0.6666666666666666,2.0789473684210527,0.9473684210526316
Germany,Belgium,5,2,Round of 16,1934,2,10.0,1735.771984,9.0,1742.235945,0.6607142857142857,2.25,1.1964285714285714,0.4117647058823529,1.3529411764705883,1.4509803921568627
Uruguay,Argentina,4,2,Final,1930,2,16.0,1673.068603,1.0,1876.118331,0.423728813559322,1.5084745762711864,1.2881355932203389,0.5340909090909091,1.7272727272727273,1.1477272727272727
Argentina,Chile,3,1,Group stage,1930,2,1.0,1876.118331,55.0,1452.939983,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.3333333333333333,1.2121212121212122,1.4848484848484849
Uruguay,Romania,4,0,Group stage,1930,2,16.0,1673.068603,53.0,1455.894657,0.423728813559322,1.5084745762711864,1.2881355932203389,0.3809523809523809,1.4285714285714286,1.5238095238095235
Brazil,Bolivia,4,0,Group stage,1930,2,6.0,1765.856297,77.0,1325.995377,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.0,0.1666666666666666,3.333333333333333
Paraguay,Belgium,1,0,Group stage,1930,2,40.0,1505.349689,9.0,1742.235945,0.2592592592592592,1.1111111111111112,1.4074074074074074,0.4117647058823529,1.3529411764705883,1.4509803921568627
Chile,France,1,0,Group stage,1930,2,55.0,1452.939983,3.0,1869.428449,0.3333333333333333,1.2121212121212122,1.4848484848484849,0.5342465753424658,1.8630136986301369,1.1643835616438356
Argentina,Mexico,6,3,Group stage,1930,2,1.0,1876.118331,14.0,1687.481759,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.2833333333333333,1.0333333333333334,1.6833333333333331
Uruguay,Peru,1,0,Group stage,1930,2,16.0,1673.068603,51.0,1459.390555,0.423728813559322,1.5084745762711864,1.2881355932203389,0.2777777777777778,1.1666666666666667,1.8333333333333333
Chile,Mexico,3,0,Group stage,1930,2,55.0,1452.939983,14.0,1687.481759,0.3333333333333333,1.2121212121212122,1.4848484848484849,0.2833333333333333,1.0333333333333334,1.6833333333333331
Argentina,France,1,0,Group stage,1930,2,1.0,1876.118331,3.0,1869.428449,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.5342465753424658,1.8630136986301369,1.1643835616438356
Romania,Peru,3,1,Group stage,1930,2,53.0,1455.894657,51.0,1459.390555,0.3809523809523809,1.4285714285714286,1.5238095238095235,0.2777777777777778,1.1666666666666667,1.8333333333333333
France,Mexico,4,1,Group stage,1930,2,3.0,1869.428449,14.0,1687.481759,0.5342465753424658,1.8630136986301369,1.1643835616438356,0.2833333333333333,1.0333333333333334,1.6833333333333331
